,Point,Lat,Long,Temp_score,Pluv_score
482,3343,43.2033,1.01,0.0,1.0
483,3344,43.2045,1.1083,0.0,1.0
484,3345,43.2056,1.2065,0.0,1.0
485,3346,43.2065,1.3048,0.0,1.0
486,3347,43.2074,1.403,0.0,1.0
487,3348,43.2083,1.5013,0.0,1.0
488,3349,43.209,1.5996,0.0,1.0
489,3350,43.2096,1.6978,0.0,1.0
490,3351,43.2101,1.7961,9.11467524179322e-06,1.0
491,3352,43.2106,1.8944,9.903010354709464e-07,1.0
492,3353,43.211,1.9926,1.0687410582444813e-05,1.0
493,3354,43.2112,2.0909,0.00022140709037724867,1.0
494,3355,43.2114,2.1892,0.00017115488450489784,1.0
495,3356,43.2115,2.2874,0.00039996678550190595,1.0
496,3357,43.2115,2.3857,0.0004672126499897949,1.0
497,3358,43.2114,2.484,0.0007369088128660277,1.0
498,3359,43.2112,2.5823,0.003998365102190888,1.0
499,3360,43.211,2.6805,0.00379754868666175,1.0
500,3361,43.2106,2.7788,0.0067104440905295165,1.0
501,3362,43.2102,2.8771,0.0067104440905295165,1.0
502,3363,43.2096,2.9753,0.020291470071012934,1.0
503,3364,43.209,3.0736,0.020041975953397975,0.9247000000000005
